Product,Year,Aldi.Price,Aldi.Weight,Aldi.Price/Weight,Aldi.Natural,Aldi.Comment,Kroger.Price,Kroger.Weight,Kroger.Price/Weight,Kroger.Natural,Kroger.Comment,Publix.Price,Publix.Weight,Publix.Price/Weight,Publix.Natural,Publix.Comment,Walmart.Price,Walmart.Weight,Walmart.Price/Weight,Walmart.Comment
Milk Chocolate Bar,2022,$1.49,5.29 oz,,,"Choceur, Austrian",$2.49,3.5 oz,,,"Lindt, Swiss; best price seen: 2.00 w/ card",$2.59,3.5 oz,,,"Lindt, Swiss, ""Extra Creamy""",$2.23,4.4 oz,,Lindt
"Milk, organic",2022,,,,,,$3.79,0.5 gal,,,"Simple Truth Organic, whole, 2% and fat free; best price seen: 2.99 w/ card",$3.89,2 qt,,,"Publix GreenWise, reduced fat and fat free",$3.38,2 qt,,"Great Value, Vitamin D, 2%, fat free"
"Mushrooms, Button, whole",2022,$0.99,8 oz,,,Freshire Farms,$1.99,8 oz,,,Fresh Select; best price seen: 1.50 w/ card,$2.50,8 oz,,,Publix,$3.48,16 oz,,Monterey
"Mushrooms, stems/pieces",2022,$0.59,4 oz,,,Happy Harvest,$0.99,7 oz,,,"Kroger, reg. and no salt added, dry weight 4 oz; best price seen: 0.69 w/ card",$1.59,13.25 oz,,,"Publix, dry weight 8 oz",$0.98,4 oz,,Great Value
"Mustard, dijon",2022,$0.99,12 oz,,,Burman's,$1.49,12 oz,,,Kroger; best price seen: 0.88 w/ card,1.69,12 oz,,,Publix,$2.92,10 oz,,Grey Poupon
"Mustard, yellow",2022,$0.69,14 oz,,,Burman's,$1.49,24 oz,,,Kroger; best price seen: 0.71 w/ card,1.15,16 oz,,,Publix,$0.84,16 oz,,Great Value
Nutella,2022,,,,,,$3.99,13 oz,,,Real Nutella; best price seen: 3.39 [Kroger brand 2.99/13oz; best price seen: 2.39 w/ card],$3.99,13 oz,,,Nutella,$3.28,13 oz,,Nutella
Oat Meal,2022,$1.49,15.1 oz,,,"Millville, 10 packets, maple & brown sugar, also as variety pack",$1.50,12.6 oz,,,"Active Lifestyle, assorted flavors; best price seen: 1.25 w/ card",$1.50,11.8 oz,,,"Publix, 12 packets (original); same price but 10 packs: variety pack, maple & brown sugar, cinnamon & spice, apple & cinnamon",$1.68,15 oz,,"Great Value, 10 packets, assorted flavors, also as variety pack"
"Oil, Canola, 100% pure",2022,$2.69,48 fl oz,,,Carlini,$2.99,48 fl oz,,,Kroger,$3.85,48 fl oz,,,Publix,$3.58,48 fl oz,,Great Value
"Oil, Olive, 100% pure",2022,$2.99,16.9 fl oz,,,Carlini,$7.89,34 fl oz,,,Kroger; best price seen: 6.69 w/ card,$9.39,34 fl oz,,,Publix,$4.88,25.5 fl oz,,Great Value
"Oil, Olive, extra virgin",2022,$3.49,16.9 fl oz,,,Carlini,$8.29,34 fl oz,,,Kroger; best price seen: 7.09 w/ card,$9.99,34 fl oz,,,Publix,$5.58,17 fl oz,,Great Value
"Onions, yellow",2022,$1.69,3 lbs,,,Various growers,$2.29,3 lbs,,,Kroger Value,$2.99,3 lbs,,,Publix,$3.48,3 lbs,,Basin Gold
"Orange Juice, not from concentrate",2022,$2.39,2 qt,,,Nature's Nectar,$3.49,59 fl oz,,,Florida's Natural,$2.99,59 fl oz,,,"Publix Premium, 1.8 qt",$2.12,2 qt,,Great Value (1.85 qt)
Oranges,2022,$2.99,4 lbs,,,"Various growers, navel",$6.99,8 lbs,,,"various growers, navel",$3.49,4 lbs,,,"Various growers, Florida",$4.98,4 lbs,,"Various growers, navel"
"Pancetta or Ham, diced",2022,,,,,,$5.79,4 oz,,,"Private Selection or Boar's Head, deli section",?,8 oz,,,"Cumberland Gap, diced ham",$3.18,4 oz,,Fiorucci
Paper Towles,2022,$5.99,8 rolls,,,"Boulder, 2-ply, 416 sheets total",$0.70,1 roll / 60 sheets,,,"Kroger Value, 2-ply; best price seen: 0.58 w/ card",$1.33,1 roll/105 sheets,,,"Publix, (= 3 for $4)",$5.97,8 rolls,,"Sparkle, 2-ply, 384 sheets total"
"Pasta, Egg Noodles",2022,$0.99,12 oz,,,Reggano,$1.50,16 oz,,,Kroger Value,$1.79,16 oz,,,"Publix, extra wide, wide, medium and fine",$1.68,16 oz,,Great Value
"Pasta, Ellbow Maccaroni",2022,$1.69,32 oz,,,Reggano,$0.88,16 oz,,,Kroger Value,$0.99,16 oz,,,Publix,$2.82,48 oz,,Great Value
"Pasta, Penne Rigate",2022,$0.99,16 oz,,,Reggano,$1.39,12 oz,,,"Kroger, whole wheat, whole grain; best price seen: 1.19 w/ card",$0.99,16 oz,,,"Mueller's, whole grain",$1.08,13.25,,Great Value
"Pasta, Rotini/Rotelle/Fusilli",2022,$1.49,16 oz,,,"Priano, premium fusilli",$1.39,13.25 oz,,,"Kroger, whole grain; best price seen: 1.49 w/ card",$0.99,16 oz,,,Ronzoni,$1.08,13.25,,Great Value
"Pasta, Spaghetti",2022,$1.59,32 oz,,,Reggano,$0.88,16 oz,,,Kroger Value,$0.99,16 oz,,,Publix,$1.88,32 oz,,Great Value
Peanut Butter,2022,$2.29,18 oz,,,"BerryHill, creamy and crunchy",$2.79,18 oz,,,"Kroger, creamy, crunchy and honey roasted; best price seen: 1.25 w/ card",$3.29,18 oz,,,"Publix or Peter Pan, crunchy and creamy",$2.56,18 oz,,Great Value
"Peanuts, roasted",2022,$2.69,16 oz,,,Southern Grove,$2.64,16 oz,,,"Kroger, best price seen: 2.19 w/ card",$2.99,16 oz,,,"Publix, unsalted, lightly salted or salted",$2.88,16 oz,,Great Value
Pears,2022,$1.99,2 lbs,,,,$1.39,per lb,,,"Bosc, Bartlett",$0.99,per lb,,,Bosc,$1.77,per lb,,"Bosc, Bartlett"
"Pepper, black, ground",2022,$1.99,4 oz,,,"Spice Club, pure ground",$3.99,4 oz,,,"Kroger, pure ground; best price seen: 1.99 w/ card",$2.49,4 oz,,,"Publix, pure ground",$2.82,4 oz,,"Great Value, pure ground"
Pizza Dough,2022,?,,,,,$2.99,11 oz,,,"Pillsbury, thin or regualr crust; best price seen: 1.25 w/ card",$2.79,13.8 oz,,,"Pillsbury, ""Pizza Crust,"" pop-open roll; best price seen: 3 for $6",$2.24,13.8 oz,,Pillsbury
"Pizza, frozen (premium)",2022,$3.89,32.7 oz,,,"Mama Cozzi's, self-rising crust, pepperoni or supreme",$3.67,21.6 oz,,,"Tombstone, assorted flavors; best price seen: 2.69 w/card",$5.89,28 oz,,,"Publix Premium, assorted toppings, (weights vary)",$4.25,28.3 oz,,"Great Value, rising crust, assorted styles"
"Pizza, frozen (simple)",2022,$1.99,21.1 oz,,,"Mama Cozzi's, pepperoni, sausage, combo, extra cheese or deluxe",$2.99,21.5 oz,,,"Kroger, extra cheese, supreme or pepperoni; best price seen: 2.50 w/ card",$3.99,22 oz,,,"Publix, 4 cheeses, pepperoni or supreme",$3.33,20 oz,,"Red Baron (""Classic Crust"")"
Plastic Wrap,2022,$1.49,200 sq ft,,,Boulder,$1.99,200 ft,,,Kroger; best price seen: 1.50 w/ card,$2.69,200 sq ft,,,Publix,$1.53,200 sq ft,,Glad
"Pork Tenderloin, small",2022,$3.99,per lb,,,"Roseland, packaged at about 1.5 lbs",$4.27,per lb,,,"Kroger, total weight: 1-2 lbs; best price seen: 1.99 w/ card",$6.49,per lb,,,"Publix, packaged at 1-2 lbs",$3.98,per lb,,"Tyson, packaged at around 3 lbs"
"Potatoes, gold (Yukon)",2022,$2.99,5 lbs,,,Del Monte,$5.99,5 lbs,,,Kroger Fresh,$4.99,5 lbs,,,Publix,$4.47,5 lbs,,Various growers
"Potatoes, red",2022,$2.49,5 lbs,,,"Freshire Farms, Del Monte",$3.49,5 lbs,,,Kroger,$4.69,5 lbs,,,Publix,$2.97,5 lbs,,Various growers
"Potatoes, Russet",2022,$2.89,5 lbs,,,"Freshire Farms, Del Monte",$3.29,5 lbs,,,Kroger Fresh; best price seen: 1.98 w/ card,$2.99,5 lbs,,,Publix,$4.47,5 lbs,,Various growers
"Preserves, strawberry",2022,$1.59,18 oz,,,"Berry Hill, strawberry",$2.49,18 oz,,,"Kroger, strawberry and peach; best price seen: 1.69 w/ card",$2.29,18 oz,,,"Publix, not Jelly, (other flavors = different price)",$2.08,18 oz,,"Great Value, strawberry"
Pretzels,2022,$1.29,16 oz,,,"Clancys, mini & sticks",$1.67,15 oz,,,"Kroger, sticks or twists; best price seen: 1.00 w/ card",$1.99,16 oz,,,"Publix, mini twist, large twist, pretzel sticks",$2.98,16 oz,,"Snyder's, mini or sticks"
Red Cabbage,2022,,,,,,$1.79,16 oz,,,Aunt Nellie's; best price seen: 1.69 w/ card,$1.69,16 oz,,,Aunt Nellie's,,,,
"Ribs, Baby Back (pork, unseasoned)",2022,$3.49,per lb,,,"Roseland, packaged at about 3-5 lbs",$3.99,per lb,,,; best price seen: 2.99 w/ card,,,,,,$3.98,per lb,,Tyson
"Ribs, Spare Back (pork, unseasoned)",2022,?,,,,,$2.99,per lb,,,,,,,,,$2.98,per lb,,Tyson
"Rice, instant, white",2022,$2.49,28 oz,,,"Rice Bowl, enriched",$1.49,14 oz,,,"Kroger, enriched",$2.79,28 oz,,,Publix,$2.48,28 oz,,"Great Value, enriched"
"Rice, regular",2022,$1.69,3 lbs,,,"Rice Bowl, enriched, long grain white",$2.98,5 lbs,,,Kroger Value,$2.79,3 lbs,,,Publix,$1.28,2 lbs,,"Great Value, enriched, long grain white"
Salad Dressing,2022,$1.39,16 fl oz,,,"Fit & Active (reduced fat), various types; Tuscan Garden (regular), Ranch",$1.67,16 fl oz,,,"Kroger, assorted flavors; best price seen: 1.18 w/ card",$1.67,16 fl oz,,,"Publix, assorted flavors",$1.66,16 fl oz,,"Great Value, assorted flavors"
"Salami, sliced",2022,$2.79,8 oz,,,"Deli Premium, hard or Genoa salami",$2.74,8 oz,,,Kroger; best price seen: 2.99 w/ card,$5.39,10 oz,,,Publix Deli,$2.48,4.5 oz,,"Hormel or Fiorucci, deli section"
"Salami, whole (1)",2022,,,,,,$8.99,10.5 oz,,,"Boar's Head, Genoa Salame, deli section",$5.99,7 oz,,,"Boar's Head, ""Italian Dry Salame""",$3.98,7 oz,,"Daniele, assorted varieties"
"Salami, whole (2)",2022,,,,,,$7.99,10 oz,,,"Columbus, Italia Dry Salame, deli section",$7.89,10.5 oz,,,"Boar's Head, ""Genoa Salame""",,,,
"Salsa, medium",2022,$1.49,24 oz,,,Casa Mamita,$2.69,26 oz,,,Kroger; best price seen: 1.79 w/ card,$1.87,16 oz,,,"Publix, all natural",$1.98,24 oz,,Great Value
"Salt, iodized",2022,$0.35,26 oz,,,"Stonemill, iodized",$0.47,26 oz,,,"Kroger, iodized",$0.38,26 oz,,,Publix,$0.72,26 oz,,"Morton, iodized"
"Soda, bottle",2022,$0.69,2 L,,,"Summit, Citrus Twist or GT Cola",$0.88,2 L,,,"Big K, assorted flavors; best price seen: 0.79 w/ card",$0.89,2 L,,,"Publix, assorted flavors, including cola,organe and root beer",$1.38,2 L,,"Pepsi, 7up, Dr. Pepper, etc."
"Soda, bottle (Coke product)",2022,,,,,,$1.67,2 L,,,Coca Cola; best price seen: 1.25 w/ card,$1.89,2 L,,,Coca Cola; best price seen: 2 for $3,$1.38,2 L,,"Coca-Cola, etc."
"Soda, can",2022,$2.29,12 pack,,,"Summit, GT Cola, Mountain Frost and other flavors",$2.77,12 pack,,,"Big K, assorted flavors, 4.25L; best price seen: 1.83 w/ card",$2.99,12 pack,,,"Publix, cola, lemon lime or ginger ale",$3.98,12 pack,,"7up, Dr. Pepper, A&W Root Beer,etc."
"Soda, can (Coke product)",2022,,,,,,$4.99,12 pack,,,"Coca Cola, 4.26 L; best price seen: 3.00 w/ card",$4.99,12 pack,,,Coca Cola,$3.98,12 pack,,"Coca-Cola, etc."
"Soup, Chicken Noodle, condensed",2022,$0.59,10.5 oz,,,Chef's Cupboard,$0.67,10.5 oz,,,"Kroger, best price seen: 0.50 w/ card",$0.59,10.5 oz,,,Publix,$0.64,10.5 oz,,Great Value
"Soup, Chicken Noodle, regular",2022,$1.39,18.6 oz,,,Fit & Active,$1.87,18.6 oz,,,"Kroger, chunky; best price seen: 1.25 w/ card",$1.99,18.6 oz,,,Publix,$1.48,18.5 oz,,"Progresso, light"
"Soup, organic",2022,,,,,,$2.98,14.5 oz,,,"Amy's Organic Soups, assorted flavors with meat; best price seen: 2.00 w/ card",$2.19,14.8 oz,,,"Muir Glen, assorted falvors; best price seen: 3 for $5",$1.98,14.5 oz,,"Amy's, assorted flavors"
"Soup, Tomato, condensed",2022,$0.49,10.75 oz,,,Chef's Cupboard,$1.09,10.75 oz,,,Kroger; best price seen: 0.49 w/ card,$0.59,10.75,,,Publix,$0.64,10.75 oz,,Great Value
"Soup, Tomato, regular",2022,,,,,,$2.07,19 oz,,,"Progresso, tomato basil",$2.29,19 oz,,,"Progresso, ""Tomato Basil""",$1.48,19 oz,,"Progresso (""creamy tomato basil"")"
Sour Cream,2022,$1.29,16 oz,,,"Friendly Farms, regular or light",$1.54,16 oz,,,"Kroger, original, reduced fat, fat free and all natural; best price seen: 1.00 w/ card",$2.59,24 oz,,,"Publix, regular (light and fat free available in 16oz size)",$1.58,16 oz,,"Great Value, regular, light or fat free"
Spaghetti Sauce,2022,$1.19,24 oz,,,"Reggano, traditional, meat or mushroom",$1.27,26 oz,,,"Kroger, assorted flavors; best price seen: 1.00 w/ card",$1.35,26 oz,,,"Publix, assorted flavors",$1.33,26 oz,,"Great Value, assorted flavors"
"Sugar, brown",2022,$1.49,32 oz,,,Baker's Corner,$2.19,32 oz,,,Kroger; best price seen: 1.49 w/ card,$1.09,16 oz,,,"Publix, light brown",$1.88,32 oz,,Great Value
"Sugar, powdered",2022,$1.49,32 oz,,,Baker's Corner,$2.19,32 oz,,,Kroger; best price seen: 1.49 w/ card,$1.90,16 oz,,,Publix,$1.88,32 oz,,Great Value
"Sugar, white",2022,$2.19,4 lbs,,,Baker's Corner,$2.58,4 lbs,,,Kroger Value,$3.49,5 lbs,,,Publix,$2.88,5 lbs,,Great Value
"Syrup, breakfast",2022,$1.59,24 fl oz,,,"Aunt Maple's, regular or lite",$1.98,24 fl oz,,,Kroger Value,$2.59,24 fl oz,,,"Publix, pancake and butter maple, also lite",$1.98,24 fl oz,,"Great Value, regular, butter flavor, light, sugar free"
"Tea, green, bags",2022,$1.19,1.5 oz,,,"Benner, 24 Bags",$2.49,3.75 oz,,,"Kroger, 48 bags; best price seen: 2.19 w/ card",$3.39,1.83 oz,,,"Salada, 40 bags",$2.18,0.91 oz,,Bigelow
Tomato Paste,2022,$0.39,6 oz,,,Happy Harvest,$0.59,6 oz,,,Kroger; best price seen: 0.45 w/ card,$0.60,6 oz,,,"Publix, (= 5 for $3)",$0.44,6 oz,,Great Value
Tomato Sauce,2022,$0.29,8 oz,,,Happy Harvest,$0.33,8 oz,,,Kroger; best price seen: 0.25 w/ card,$0.65,15 oz,,,"Publix, (= 2 for 1.29)",$0.34,8 oz,,Great Value
"Tomatoes, slicer",2022,$1.59,24 oz,,,"Various growers, 3ct",$1.99,per lb,,,"various growers, on vine",$1.69,per lb,,,"Various growers, ""premium tomatos""",$1.74,per lb,,Slicer tomatoes
"Tuna, chunky, in water",2022,$0.59,5 oz,,,Northern Catch,$0.75,5 oz,,,"Kroger, chunky light",$1.39,5 oz,,,StarKist,$0.64,5 oz,,Great Value
"Tuna, solid, in water",2022,$1.15,5 oz,,,Northern Catch,$1.99,5 oz,,,Kroger; best price seen: 1.29 w/ card,$1.77,5 oz,,,StarKist,$1.12,5 oz,,StarKist
"Vanilla Extract, pure (not imitation)",2022,$1.99,2 fl oz,,,Stonemill,$6.99,4 fl oz,,,Kroger; best price seen: 5.99 w/ card,$5.49,2 fl oz,,,Publix,,2 fl oz,,Great Value
"Veggies 1, frozen (peas)",2022,$0.89,16 oz,,,"Happy Harvest, peas",$2.48,32 oz,,,"Kroger Value, peas or mixed vegetables; best price seen: 0.88 w/ card",$1.59,16 oz,,,"Publix, peas, corn, peas & carrots",$0.98,16 oz,,"Great Value, peas, corn, green beans, peas & carrots, mixed vegetables"
"Veggies 2, frozen (other)",2022,$0.65,16 oz,,,"Happy Harvest, corn",$1.49,12 oz,,,"Kroger, peas & carrots, green beans, corn, crinkle cur carrots; best price seen: 0.88 w/card",$1.49,16 oz,,,"Publix, broccoli",$1.28,14 oz,,"Great Value, broccoli"
"Waffles, frozen",2022,$1.29,12.3 oz,,,"Breakfast Best, 10 waffles",$1.89,12.3 oz,,,"Kroger, 10 waffles, assorted flavors; best price seen: 1.59 w/card",$2.19,12.3 oz,,,"Publix, 10 waffles, homestyle, buttermilk, blueberry or multi-grain",$1.58,9.9 oz,,"Great Value, 8 waffles, homestyle, buttermilk or blueberry"
"Water, regular/drinking",2022,$2.49,12 L,,,"PurAqua, 24 x 0.5 L (12 L)",$0.59,1 gal,,,"Kroger, drinking water; best price seen: 0.50 w/ card",$0.67,1 gal,,,Publix,$3.98,14 L,,"Nestle / Deer Park, 28 x 500 ml"
"Water, Sparkling/Mineral",2022,,,,,,$1.69,1L,,,"San Pellegrino, best price seen: 3 for $5",$1.50,1L,,,San Pellegrino,$1.50,750 ml,,San Pellegrino
"White Bread/Toast, enriched",2022,$0.79,20 oz,,,L'oven Fresh,$0.88,16 oz,,,Kroger Value; Kroger: 1.29/20 oz,$0.99,20 oz,,,"Publix, ""Large White""",$2.18,20 oz,,"Sara Lee, ""Classic White"" [Great Value: 1.00/20 oz, small slices]"
"Wine, table, Cabernet",2022,$2.89,750 ml,,,Winking Owl,$6.99,750 ml,,,Night Harvest; best price seen: 6.19 w/ card,$5.99,750 ml,,,Little Penguin,$2.97,750 ml,,Oak Leaf
"Wine, table, Chardonnay",2022,$2.89,750 ml,,,Winking Owl,$6.99,750 ml,,,Banrock; best price seen: 6.69 w/ card,$6.49,750 ml,,,Lindeman's,$2.97,750 ml,,Oak Leaf
"Wine, table, White Zinfandel",2022,$2.89,750 ml,,,Winking Owl,$7.49,750 ml,,,Sutter Home; best price seen: 4.99 w/ card,$5.99,750 ml,,,Woodbridge,$2.97,750 ml,,Oak Leaf
"Yoghurt, Dannon (etc.)",2022,$1.79,16 oz,,,"Friendly Farms Probiotic, assorted flavors, 4 x 4 oz, low fat",$2.38,16 oz,,,"Dannon Activa, 4 x 4 oz cups",$2.19,24 oz,,,"Dannon, light & fit, 4 pack (6 oz each), assorted flavors",$2.18,16 oz,,"Dannon Activa, assorted flavors, regular or light"
"Yogurt, Fage, 2%, plain",2022,,,,,,$1.69,7 oz,,,"Fage, 200 g; best price seen: 1.00 w/ card",$1.50,7 oz,,,"Fage, 200 g",$1.27,7 oz,,Fage
"Yogurt, Fage, w/ flavor",2022,$1.19,5.3 oz,,,"Fage, various flavors (""Aldi special buy"")",$1.69,5.3 oz,,,"Fage, w/ cherry or honey, 150 g; best price seen: 1.00 w/ card",$1.50,5.3 oz,,,"Fage, 150 g, cherry, strawberry, peach, mango, blueberry or honey",$1.27,5.3 oz,,"Fage, strawberry, cherry or honey"
"Yogurt, flavored, cup",2022,$0.39,6 oz,,,"Friendly Farms, regular; Fit & Active, non fat, assorted flavors",$0.40,6 oz,,,"Kroger, regular or light, assorted flavors",$0.50,6 oz,,,"Publix, many assorted flavors incl. churros or passion fruit, also fat free and no sugar added",$0.33,6 oz,,"American Basics, assorted flavors, low fat"
"Yogurt, greek style, plain",2022,$0.89,6 oz,,,"Friendly Farms (""Aldi special buy"")",$1.29,5.3 oz,,,Oikos; best price seen: 0.99 w/ card,$3.99,2 lbs,,,"Cabot, regular and low fat",$4.88,16 oz,,"Oikos, nonfat"
"Yogurt, plain",2022,$1.99,32 oz,,,"Fit & Active, non fat",$1.99,32 oz,,,"Kroger, low fat or fat free; best price seen: 3 for $5 w/ card",$2.09,24 oz,,,Publix,$2.18,32 oz,,"Great Value, nonfat"
Aluminum Foil,2025,$1.99,75 sq ft,,,Boulder,$2.49,75 sq ft,,,"Kroger, regular strength; best price seen: 1.69 w/ card",2.45,75 sq ft,,,"Publix, regular strength",$2.97,90 sq ft,,Great Value
Apple Juice,2025,$1.69,64 fl oz,,,Nature's Nectar,$1.50,64 fl oz,,,Kroger Value,$2.69,64 oz,,,"Publix Premium, not from concentrate",$2.68,96 fl oz,,"Great Value, from concentrate"
Apple Sauce,2025,$1.29,25 oz,,,"Sweet Harvest, regular or cinnamon",$2.89,50 oz,,,"Kroger, classic, cinnamon and no sugar added",$2.50,46 oz,,,"Mott's, original, no sugar added (natural) or cinnamon",$1.98,48 oz,,"Great Value, original or cinnamon"
"Apples, Gala, bag",2025,$2.99,3 lbs,,,"Washington apples, various growers",$5.79,5 lbs,,,Kroger,$4.99,3 lbs,,,Various growers,$3.57,3 lbs,,"Washington State, other growers"
"Apples, Red/Golden Delicious (and/or other), bag",2025,$3.29,3 lbs,,,"Washington apples, various growers; Red Delicious, Golden Delicious, Fuji, Granny Smith",$3.99,3 lbs,,,"Kroger, Golden Delicious",$3.99,3 lbs,,,Various growers,$5.57,5 lbs,,"Various growers, Red Delicious"
Bacon,2025,$2.99,16 oz,,,Appleton Farms,$3.79,12 oz,,,Gwaltney; best price seen: 2.00 w/ card,$4.99,16 oz,,,"Publix, original or low sodium",$3.50,16 oz,,"Smithfield, assorted flavors"
"Bagles, plain",2025,$1.49,20 oz,,,"L'oven Fresh, 6 ct",$2.19,22 oz,,,"Kroger, 6 ct; best price seen: 1.79 w/ card",$2.00,20 oz,,,"Publix Premium, 6 bagles, also cinnamon-raisin, onion and multi-grain, (= 2 for $4)",$2.48,22 oz,,"Nature's Own, 6 ct"
"Baguette Rolls, frozen",2025,,,,,,$4.19,11.25 oz,,,Sister Schubert,$3.69,14 oz,,,"Pepperidge Farm, 8 French dinner rolls or 6 mini baguettes",,,,
Baguette/French Bread,2025,,,,,,$1.50,16 oz,,,"Kroger Bakery (""Just Bake It"")",$2.19,12 oz,,,"Publix Bakery, french bread",$1.60,16 oz,,The Bakery at Walmart
Barbeque Sauce,2025,$0.89,18 oz,,,"Burman's, original, hickory or honey",$1.00,18 oz,,,"Kroger, assorted flavors, best price seen: 0.79 with card",$1.99,28 oz,,,"Publix, original, honey and hickory",$1.46,18 oz,,"Kraft, assorted flavors"
Beef Stew Meat,2025,$4.19,per lb,,,"Cattlemen's Ranch, packaged at about 1.5 lbs",$2.74,per lb,,,"Kroger, vacuum pack",$4.49,per lb,,,"Publix Premium, ""beef round chunks""",$4.48,per lb,,Steak House
"Beer, bottle, pilsener, import",2025,$5.99,6 pack,,,"Wernesgrüner, Germany, 6 x 12 oz",$8.99,6 pack,,,"Pilsener Urquell, Czech, 6 x 12 fl oz; best price seen: 7.99 w/ card",$7.99,6 pack,,,"Warsteiner, Gemrnay",$8.47,6 pack,,"Becks, Germany, 6 x 12 oz"
"Beer, cans",2025,,,,,,$23.49,24 pack,,,"Budweiser, 24 x 12 fl oz; best price seen: 17.99 w/ card",$19.99,24 pack,,,"Budweiser, 24 x 12 fl oz",$19.97,30 pack,,"Budweiser, 30 x 12 oz"
"Brats, 4-6 pack",2025,$1.99,14 oz,,,"Parkview, 6 brats, smoked, cheddar or stadium style",$2.59,18 oz,,,"Kroger, 5 ct; best price seen: 3.50 w/ card",$3.99,14 oz,,,"Johnsonville, 6 brats, assorted flavors",$2.78,16 oz,,"Johnsonville, 6 brats, smoked or stadium style"
Bread Crumbs,2025,$0.89,15 oz,,,Chef's Cupboard,$1.47,15 oz,,,"Kroger, plain and Italian; best price seen: 1.00 w/ card",$1.79,24 oz,,,"Publix, original and Italian",$1.08,15 oz,,"Great Value, regular or Italian style"
"Bread, 12-grain/multi-grain",2025,$1.89,24 oz,,,L'oven Fresh,$4.29,24 oz,,,Nature's Own; best price seen: BOGO w/ card,$2.59,24 oz,,,Publix Premium,$2.98,24 oz,,Nature's Own
"Breakfast Sausage, frozen",2025,$0.89,7 oz,,,"Breakfast Best, 10 links",$1.99,6.4 oz,,,"Banquet, 10 links, assorted flavors; best price seen: 0.69 w/ card",$2.19,12 oz,,,"Hormel, 12 links",$1.14,7 oz,,"Banquet, 10 links, original, beef or maple"
"Butter, real, unsalted/salted",2025,$2.29,1 lb,,,Countyside Creamery,$2.69,1 lb,,,Kroger; best price seen: 2.00 w/ card,$3.15,16 oz,,,Publix,$2.68,1 lb,,Great Value
"Carrots, whole",2025,$1.29,2 lbs,,,Freshire Farms,$0.99,16 oz,,,Kroger Fresh; best price seen: 1.00 w/ card,$0.99,16 oz,,,"Publix, California carrots",$1.48,2 lbs,,Various growers
"Cereal, Müsli style",2025,,,,,,$2.67,15.3 oz,,,Kroger; best price seen: 1.88 w/ card,$4.29,15.3 oz,,,"Kellogg's, Müslix (with raisins, dates and almonds)",,,,
Cheery Pie Filling,2025,$1.79,21 oz,,,Baker's Corner,$3.99,20 oz,,,Kroger; best price seen: 1.89 w/ card,$3.19,21 oz,,,"Comstock, ""Country Cherry""",$2.28,21 oz,,Comstock
Cheese Singles (imitation),2025,$0.99,10.67 oz,,,"Lynder, 16 slices",$3.59,,,,"Kroger (""Regular American""); best price seen: 2.99 w/ card",$3.19,12 oz,,,"Publix, 16 slices; best price seen: $2.99",$1.18,10.67 oz,,"Sandwich-Mate, 16 slices"
"Cheese, block (regular)",2025,$1.99,8 oz,,,"Happy Farms, assorted varieties",$3.29,8 oz,,,"Kroger, various types; best price seen: 3 for 5.00 w/ card",$3.19,8 oz,,,"Publix, Swiss, Cheddar and other assorted flavors",$2.58,8 oz,,"Kraft, assorted varieties"
"Cheese, Boursin",2025,,,,,,$5.99,5.2 oz,,,Garlic herb; best price seen: BOGO w/ card,$5.99,5.2 oz,,,"Boursin, shallot & chive or garlic & fine herbs",$2.98,5.2 oz,,"Boursin, garlic herb"
"Cheese, Brie 1",2025,$2.99,6 oz,,,"President, brie log (""Aldi special buy"")",$4.79,5 oz,,,"Aluette or Private Selection, extra crème; best price seen: 2.99 w/ card",$8.39,per lb,,,"Publix Deli, U.S. Brie",$4.48,7 oz,,Président
"Cheese, Brie 2",2025,,,,,,$5.99,7 oz,,,President; best price seen: BOGO w/ card,$13.99,per lb,,,Coeur de Lion,$15.98,per lb,,"Saint Louis, double cream, wedges of about 0.25 lb"
"Cheese, Parmesan, jar",2025,$2.39,8 oz,,,"Reggano, 100% real grated",$2.19,8 oz,,,Kroger,$2.15,8 oz,,,"Publix, 100% real grated",,,,
"Cheese, shredded, Mexican style",2025,$2.79,12 oz,,,Happy Farms,$8.99,16 oz,,,Kroger; best price seen: 2.49 w/ card,$3.19,8 oz,,,Publix,$8.68,32 oz,,"Great Value (""Fiesta Blend"")"
"Cheese, shredded, Mozarella",2025,$2.99,16 oz,,,Happy Farms,$1.50,8 oz,,,"Kroger Value (""Mozzarella Melt Topping"")",$3.19,8 oz,,,Publix,$2.24,8 oz,,Great Value
"Cheese, sliced, deli",2025,,,,,,$4.38,8 oz,,,"Private Selection (packaged), various types, deli section; best price seen: 3.50 w/ card",$5.29,8 oz,,,"Jarlsberg Lite, 10 slices",$3.98,8 oz,,"Prima Della, 10 slices, assorted varieties (deli section)"
"Cheese, sliced, regular",2025,$1.99,8 oz,,,"Happy Farms, 10 slices",$2.69,6 oz,,,"Kroger (""Deli Thin Slices""), Swiss or Provolone; best price seen: 1.50 w/ card",$2.79,6 oz,,,"Publix, Swiss, 8 slices (other types: 8 oz/10 slices)",$2.28,8 oz,,"Great Value, 12 slices, assorted varieties"
"Cheese, wedge, deli",2025,,,,,,$6.99,per lb,,,"Jarlsberg, deli section",$9.39,per lb,,,Jarlsberg,$6.98,per lb,,Jarlsberg (deli section)
